,Unnamed: 0,LIBELLE_ARRET,pourc_validations,TRNC_HORR_60,NB_VALD,NB_VALD_HOUR
946,946,LA COURNEUVE-AUBERVILLIERS,2.47,20H-21H,11722.66847826087,28954.991141304352
947,947,LA COURNEUVE-AUBERVILLIERS,1.03,22H-23H,11722.66847826087,12074.348532608696
948,948,LA COURNEUVE-AUBERVILLIERS,4.84,5H-6H,11722.66847826087,56737.715434782614
949,949,LA COURNEUVE-AUBERVILLIERS,10.79,8H-9H,11722.66847826087,126487.59288043476
950,950,LA COURNEUVE-AUBERVILLIERS,6.54,9H-10H,11722.66847826087,76666.25184782609
951,951,AULNAY-SOUS-BOIS,3.57,11H-12H,15838.554347826086,56543.63902173912
952,952,AULNAY-SOUS-BOIS,4.08,14H-15H,15838.554347826086,64621.30173913043
953,953,AULNAY-SOUS-BOIS,1.72,20H-21H,15838.554347826086,27242.31347826087
954,954,AULNAY-SOUS-BOIS,0.75,3H-4H,15838.554347826086,11878.915760869562
955,955,AULNAY-SOUS-BOIS,11.58,8H-9H,15838.554347826086,183410.45934782608
956,956,LA CROIX-DE-BERNY-FRESNES,3.41,11H-12H,7856.554347826086,26790.85032608696
957,957,LA CROIX-DE-BERNY-FRESNES,5.22,19H-20H,7856.554347826086,41011.213695652164
958,958,LA CROIX-DE-BERNY-FRESNES,11.01,7H-8H,7856.554347826086,86500.66336956521
959,959,LA CROIX-DE-BERNY-FRESNES,14.21,8H-9H,7856.554347826086,111641.63728260869
960,960,LA HACQUINIERE,2.31,14H-15H,572.6358695652174,1322.7888586956524
961,961,LA HACQUINIERE,0.36,22H-23H,572.6358695652174,206.14891304347825
962,962,LAPLACE,2.84,11H-12H,8434.119565217392,23952.89956521739
963,963,LAPLACE,3.57,12H-13H,8434.119565217392,30109.80684782609
964,964,LAPLACE,6.49,19H-20H,8434.119565217392,54737.435978260866
965,965,LAPLACE,0.0,3H-4H,8434.119565217392,0.0
966,966,LAPLACE,8.02,7H-8H,8434.119565217392,67641.63891304348
967,967,LA PLAINE-STADE DE FRANCE,3.98,13H-14H,14532.70652173913,57840.171956521735
968,968,LA PLAINE-STADE DE FRANCE,12.74,17H-18H,14532.70652173913,185146.6810869565
969,969,LA PLAINE-STADE DE FRANCE,9.76,18H-19H,14532.70652173913,141839.2156521739
970,970,LA PLAINE-STADE DE FRANCE,2.15,20H-21H,14532.70652173913,31245.319021739127
971,971,LA PLAINE-STADE DE FRANCE,3.41,9H-10H,14532.70652173913,49556.52923913043
972,972,LE BOURGET,3.46,11H-12H,10666.902173913044,36907.48152173913
973,973,LE BOURGET,6.29,15H-16H,10666.902173913044,67094.81467391305
974,974,LE BOURGET,6.54,16H-17H,10666.902173913044,69761.5402173913
975,975,LE BOURGET,6.46,17H-18H,10666.902173913044,68908.18804347827
976,976,LE BOURGET,4.65,18H-19H,10666.902173913044,49601.095108695656
977,977,LE BOURGET,3.0,19H-20H,10666.902173913044,32000.706521739125
978,978,LE BOURGET,1.26,21H-22H,10666.902173913044,13440.296739130437
979,979,LE BOURGET,0.04,2H-3H,10666.902173913044,426.67608695652183
980,980,LE BOURGET,8.03,8H-9H,10666.902173913044,85655.22445652174
981,981,LE GUICHET,0.02,0H-1H,1695.7065217391305,33.91413043478261
982,982,LE GUICHET,1.93,10H-11H,1695.7065217391305,3272.7135869565222
983,983,LE GUICHET,3.72,12H-13H,1695.7065217391305,6308.028260869565
984,984,LE GUICHET,0.0,1H-2H,1695.7065217391305,0.0
985,985,LES BACONNETS,3.92,12H-13H,4432.175824175824,17374.12923076923
986,986,LES BACONNETS,3.32,14H-15H,4432.175824175824,14714.823736263736
987,987,LES BACONNETS,0.03,1H-2H,4432.175824175824,132.96527472527472
988,988,LES BACONNETS,1.91,20H-21H,4432.175824175824,8465.455824175824
989,989,LES BACONNETS,0.56,23H-0H,4432.175824175824,2482.018461538462
990,990,LES BACONNETS,8.03,9H-10H,4432.175824175824,35590.371868131864
991,991,BAGNEUX,0.18,0H-1H,5624.396739130435,1012.3914130434782
992,992,BAGNEUX,7.71,18H-19H,5624.396739130435,43364.09885869565
993,993,BAGNEUX,4.47,19H-20H,5624.396739130435,25141.053423913043
994,994,BAGNEUX,0.0,2H-3H,5624.396739130435,0.0
995,995,BAGNEUX,0.0,3H-4H,5624.396739130435,0.0
996,996,LOZERE,3.31,15H-16H,1151.9673913043478,3813.012065217391
997,997,DENFERT-ROCHEREAU,9.39,18H-19H,17593.385869565216,165201.8933152174
998,998,DENFERT-ROCHEREAU,0.25,1H-2H,17593.385869565216,4398.346467391304
999,999,DENFERT-ROCHEREAU,3.03,22H-23H,17593.385869565216,53307.959184782594
1000,1000,DENFERT-ROCHEREAU,0.28,5H-6H,17593.385869565216,4926.148043478261
1001,1001,DENFERT-ROCHEREAU,4.13,7H-8H,17593.385869565216,72660.68364130432
1002,1002,CHATELET-LES HALLES,5.11,13H-14H,54721.494565217385,279626.8372282609
1003,1003,CHATELET-LES HALLES,5.99,15H-16H,54721.494565217385,327781.7524456522
1004,1004,CHATELET-LES HALLES,7.93,16H-17H,54721.494565217385,433941.4519021739
1005,1005,CHATELET-LES HALLES,11.69,19H-20H,54721.494565217385,639694.2714673913
1006,1006,CHATELET-LES HALLES,3.22,23H-0H,54721.494565217385,176203.21250000005
1007,1007,CHATELET-LES HALLES,0.58,6H-7H,54721.494565217385,31738.46684782609
1008,1008,CHATOU-CROISSY,3.38,13H-14H,5186.755434782609,17531.233369565216
1009,1009,CHATOU-CROISSY,2.77,14H-15H,5186.755434782609,14367.312554347827
1010,1010,CHATOU-CROISSY,3.29,15H-16H,5186.755434782609,17064.425380434786
1011,1011,CHATOU-CROISSY,0.0,3H-4H,5186.755434782609,0.0
1012,1012,CHATOU-CROISSY,15.14,7H-8H,5186.755434782609,78527.4772826087
1013,1013,CHATELET-LES HALLES,1.92,10H-11H,54721.494565217385,105065.2695652174
1014,1014,CHATELET-LES HALLES,2.41,11H-12H,54721.494565217385,131878.80190217393
1015,1015,CHATELET-LES HALLES,3.63,12H-13H,54721.494565217385,198639.02527173914
1016,1016,CHATELET-LES HALLES,0.05,1H-2H,54721.494565217385,2736.07472826087
1017,1017,CHATELET-LES HALLES,4.84,21H-22H,54721.494565217385,264852.0336956521
1018,1018,CHATELET-LES HALLES,0.3,5H-6H,54721.494565217385,16416.448369565216
1019,1019,CHATOU-CROISSY,6.38,17H-18H,5186.755434782609,33091.499673913044
1020,1020,CHATOU-CROISSY,3.79,19H-20H,5186.755434782609,19657.80309782609
1021,1021,CHATOU-CROISSY,0.69,22H-23H,5186.755434782609,3578.86125
1022,1022,CHATOU-CROISSY,28.18,8H-9H,5186.755434782609,146162.76815217393
1023,1023,BOURG-LA-REINE,3.48,11H-12H,10464.875,36417.765
1024,1024,BOURG-LA-REINE,3.91,13H-14H,10464.875,40917.66125000001
1025,1025,BOURG-LA-REINE,5.3,16H-17H,10464.875,55463.8375
1026,1026,BOURG-LA-REINE,1.47,21H-22H,10464.875,15383.36625
1027,1027,BOURG-LA-REINE,0.0,3H-4H,10464.875,0.0
1028,1028,BOURG-LA-REINE,20.26,8H-9H,10464.875,212018.3675
1029,1029,BURES-SUR-YVETTE,16.34,17H-18H,1350.4565217391305,22066.459565217392
1030,1030,GARE DU NORD,3.4,10H-11H,76449.32608695653,259927.7086956522
1031,1031,GARE DU NORD,4.18,12H-13H,76449.32608695653,319558.1830434783
1032,1032,GARE DU NORD,4.89,13H-14H,76449.32608695653,373837.20456521737
1033,1033,LOZERE,3.69,12H-13H,1151.9673913043478,4250.759673913043
1034,1034,LOZERE,0.27,4H-5H,1151.9673913043478,311.0311956521739
1035,1035,LOZERE,5.74,9H-10H,1151.9673913043478,6612.292826086957
1036,1036,LUXEMBOURG,3.29,11H-12H,12565.005434782608,41338.86788043478
1037,1037,LUXEMBOURG,10.51,16H-17H,12565.005434782608,132058.2071195652
1038,1038,LUXEMBOURG,1.89,23H-0H,12565.005434782608,23747.86027173913
1039,1039,LUXEMBOURG,3.2,9H-10H,12565.005434782608,40208.01739130435
1040,1040,MASSY-PALAISEAU,3.57,12H-13H,22462.82608695652,80192.28913043477
1041,1041,MASSY-PALAISEAU,6.43,16H-17H,22462.82608695652,144435.9717391304
1042,1042,MASSY-PALAISEAU,0.02,1H-2H,22462.82608695652,449.2565217391304
1043,1043,MASSY-PALAISEAU,1.03,22H-23H,22462.82608695652,23136.710869565213
1044,1044,MASSY-PALAISEAU,0.59,23H-0H,22462.82608695652,13253.067391304348
1045,1045,MASSY-VERRIERES,0.05,0H-1H,1234.0489130434785,61.70244565217392
1046,1046,MASSY-VERRIERES,0.67,22H-23H,1234.0489130434785,826.8127717391304
1047,1047,MASSY-VERRIERES,7.58,6H-7H,1234.0489130434785,9354.090760869563
1048,1048,MITRY-CLAYE,3.08,10H-11H,2424.3478260869565,7466.991304347826
1049,1049,MITRY-CLAYE,4.38,13H-14H,2424.3478260869565,10618.643478260869
1050,1050,MITRY-CLAYE,3.5,14H-15H,2424.3478260869565,8485.217391304348
1051,1051,MITRY-CLAYE,12.3,17H-18H,2424.3478260869565,29819.47826086957
1052,1052,MITRY-CLAYE,6.51,18H-19H,2424.3478260869565,15782.504347826089
1053,1053,MITRY-CLAYE,6.78,6H-7H,2424.3478260869565,16437.078260869566
1054,1054,MITRY-CLAYE,17.84,7H-8H,2424.3478260869565,43250.365217391314
1055,1055,ORSAY-VILLE,3.62,14H-15H,3428.8695652173915,12412.507826086958
1056,1056,ORSAY-VILLE,5.9,15H-16H,3428.8695652173915,20230.33043478261
1057,1057,ORSAY-VILLE,9.04,16H-17H,3428.8695652173915,30996.980869565214
1058,1058,ORSAY-VILLE,14.93,17H-18H,3428.8695652173915,51193.02260869565
1059,1059,ORSAY-VILLE,1.02,22H-23H,3428.8695652173915,3497.44695652174
1060,1060,ORSAY-VILLE,0.47,23H-0H,3428.8695652173915,1611.5686956521738
1061,1061,ORSAY-VILLE,3.72,6H-7H,3428.8695652173915,12755.394782608697
1062,1062,ORSAY-VILLE,11.24,7H-8H,3428.8695652173915,38540.49391304348
1063,1063,ORSAY-VILLE,10.12,8H-9H,3428.8695652173915,34700.16
1064,1064,PALAISEAU,0.07,0H-1H,1579.603260869565,110.57222826086958
1065,1065,PALAISEAU,4.61,15H-16H,1579.603260869565,7281.971032608696
1066,1066,PALAISEAU,17.77,7H-8H,1579.603260869565,28069.54994565217
1067,1067,PALAISEAU-VILLEBON,0.04,0H-1H,1441.521739130435,57.66086956521739
1068,1068,PALAISEAU-VILLEBON,3.31,18H-19H,1441.521739130435,4771.4369565217385
1069,1069,PALAISEAU-VILLEBON,1.89,19H-20H,1441.521739130435,2724.4760869565216
1070,1070,PALAISEAU-VILLEBON,0.36,23H-0H,1441.521739130435,518.9478260869565
1071,1071,PALAISEAU-VILLEBON,1.56,5H-6H,1441.521739130435,2248.7739130434784
1072,1072,PARC DES EXPOSITIONS,7.73,15H-16H,3891.5494505494507,30081.677252747257
1073,1073,PARC DES EXPOSITIONS,3.27,20H-21H,3891.5494505494507,12725.366703296704
1074,1074,PARC DES EXPOSITIONS,1.23,21H-22H,3891.5494505494507,4786.605824175826
1075,1075,PARC-DE-SCEAUX,0.12,0H-1H,1289.2391304347825,154.7086956521739
1076,1076,PARC-DE-SCEAUX,6.07,19H-20H,1289.2391304347825,7825.6815217391295
1077,1077,PARC-DE-SCEAUX,2.08,20H-21H,1289.2391304347825,2681.617391304348
1078,1078,PARC-DE-SCEAUX,7.24,9H-10H,1289.2391304347825,9334.091304347823
1079,1079,PORT ROYAL,0.56,0H-1H,7467.16847826087,4181.614347826087
1080,1080,PORT ROYAL,7.13,15H-16H,7467.16847826087,53240.91125000001
1081,1081,PORT ROYAL,2.96,21H-22H,7467.16847826087,22102.81869565217
1082,1082,PORT ROYAL,0.33,5H-6H,7467.16847826087,2464.165597826088
1083,1083,PORT ROYAL,0.71,6H-7H,7467.16847826087,5301.689619565217
1084,1084,PORT ROYAL,4.38,9H-10H,7467.16847826087,32706.197934782613
1085,1085,ROBINSON,0.1,0H-1H,4981.239130434783,498.1239130434783
1086,1086,ROBINSON,4.6,12H-13H,4981.239130434783,22913.7
1087,1087,ROBINSON,9.58,17H-18H,4981.239130434783,47720.27086956522
1088,1088,ROBINSON,0.02,1H-2H,4981.239130434783,99.62478260869568
1089,1089,ROBINSON,2.66,20H-21H,4981.239130434783,13250.096086956524
1090,1090,ROBINSON,0.0,3H-4H,4981.239130434783,0.0
1091,1091,ROBINSON,3.94,6H-7H,4981.239130434783,19626.082173913044
1092,1092,ROBINSON,17.97,8H-9H,4981.239130434783,89512.86717391305
1093,1093,AEROPORT CHARLES DE GAULLE 1,5.25,12H-13H,4751.359550561798,24944.637640449437
1094,1094,AEROPORT CHARLES DE GAULLE 1,11.19,15H-16H,4751.359550561798,53167.713370786514
1095,1095,AEROPORT CHARLES DE GAULLE 1,5.19,19H-20H,4751.359550561798,24659.55606741573
1096,1096,AEROPORT CHARLES DE GAULLE 1,1.51,22H-23H,4751.359550561798,7174.552921348315
1097,1097,AEROPORT CHARLES DE GAULLE 1,3.28,7H-8H,4751.359550561798,15584.459325842696
1098,1098,AEROPORT CHARLES DE GAULLE 2-TGV,6.6,12H-13H,6158.989071038252,40649.32786885246
1099,1099,AEROPORT CHARLES DE GAULLE 2-TGV,2.03,5H-6H,6158.989071038252,12502.747814207649
1100,1100,BLANC-MESNIL,3.61,14H-15H,3551.989010989011,12822.68032967033
1101,1101,BLANC-MESNIL,6.02,16H-17H,3551.989010989011,21382.973846153847
1102,1102,BLANC-MESNIL,0.42,23H-0H,3551.989010989011,1491.8353846153846
1103,1103,BLANC-MESNIL,0.0,2H-3H,3551.989010989011,0.0
1104,1104,BLANC-MESNIL,14.8,7H-8H,3551.989010989011,52569.43736263737
1105,1105,SCEAUX,5.01,12H-13H,1589.1902173913047,7961.842989130435
1106,1106,SCEAUX,0.04,1H-2H,1589.1902173913047,63.56760869565217
1107,1107,SCEAUX,2.74,20H-21H,1589.1902173913047,4354.381195652174
1108,1108,SCEAUX,0.0,3H-4H,1589.1902173913047,0.0
1109,1109,SCEAUX,0.87,5H-6H,1589.1902173913047,1382.5954891304348
1110,1110,SEVRAN-BEAUDOTTES,4.61,12H-13H,8467.601123595505,39035.64117977528
1111,1111,SEVRAN-BEAUDOTTES,6.02,16H-17H,8467.601123595505,50974.95876404493
1112,1112,SEVRAN-BEAUDOTTES,4.57,18H-19H,8467.601123595505,38696.93713483147
1113,1113,SEVRAN-BEAUDOTTES,2.32,20H-21H,8467.601123595505,19644.83460674157
1114,1114,SEVRAN-BEAUDOTTES,0.0,2H-3H,8467.601123595505,0.0
1115,1115,SEVRAN-BEAUDOTTES,14.13,7H-8H,8467.601123595505,119647.20387640447
1116,1116,SEVRAN-LIVRY,3.74,16H-17H,4117.109289617486,15397.988743169399
1117,1117,SEVRAN-LIVRY,12.01,5H-6H,4117.109289617486,49446.482568306
1118,1118,SEVRAN-LIVRY,5.16,9H-10H,4117.109289617486,21244.283934426232
1119,1119,SAINT-MICHEL,5.45,13H-14H,18866.54891304348,102822.69157608696
1120,1120,SAINT-MICHEL,6.74,15H-16H,18866.54891304348,127160.53967391305
1121,1121,SAINT-MICHEL,9.82,19H-20H,18866.54891304348,185269.51032608695
1122,1122,SAINT-MICHEL,3.58,21H-22H,18866.54891304348,67542.24510869566
1123,1123,SAINT-MICHEL,0.01,4H-5H,18866.54891304348,188.6654891304348
1124,1124,SAINT-MICHEL,3.66,8H-9H,18866.54891304348,69051.56902173914
1125,1125,SAINT-REMY-LES-CHEVREUSE,2.42,11H-12H,1296.5819209039548,3137.7282485875708
1126,1126,SAINT-REMY-LES-CHEVREUSE,2.23,14H-15H,1296.5819209039548,2891.377683615819
1127,1127,SAINT-REMY-LES-CHEVREUSE,0.13,23H-0H,1296.5819209039548,168.55564971751414
1128,1128,SAINT-REMY-LES-CHEVREUSE,18.6,8H-9H,1296.5819209039548,24116.423728813563
1129,1129,VERT-GALANT,4.02,14H-15H,5518.695652173914,22185.156521739133
1130,1130,VERT-GALANT,4.28,17H-18H,5518.695652173914,23620.017391304347
1131,1131,VERT-GALANT,0.35,22H-23H,5518.695652173914,1931.543478260869
1132,1132,VERT-GALANT,5.0,9H-10H,5518.695652173914,27593.478260869564
1133,1133,VILLEPARISIS-MITRY-LE-NEUF,3.22,17H-18H,2825.5792349726776,9098.365136612025
1134,1134,VILLEPARISIS-MITRY-LE-NEUF,0.22,2H-3H,2825.5792349726776,621.627431693989
1135,1135,VILLEPARISIS-MITRY-LE-NEUF,9.87,8H-9H,2825.5792349726776,27888.467049180326
1136,1136,VILLEPINTE,3.21,13H-14H,2540.7845303867402,8155.918342541436
1137,1137,VILLEPINTE,10.55,8H-9H,2540.7845303867402,26805.276795580106
1138,1138,LA CROIX-DE-BERNY-FRESNES,1.65,5H-6H,7856.554347826086,12963.314673913042
1139,1139,LA CROIX-DE-BERNY-FRESNES,4.35,6H-7H,7856.554347826086,34176.011413043474
1140,1140,LA HACQUINIERE,3.0,11H-12H,572.6358695652174,1717.9076086956518
1141,1141,LA HACQUINIERE,3.48,17H-18H,572.6358695652174,1992.7728260869565
1142,1142,LA HACQUINIERE,0.55,21H-22H,572.6358695652174,314.9497282608696
1143,1143,LA HACQUINIERE,7.69,9H-10H,572.6358695652174,4403.5698369565225
1144,1144,LAPLACE,0.74,22H-23H,8434.119565217392,6241.248478260871
1145,1145,LAPLACE,2.36,6H-7H,8434.119565217392,19904.522173913043
1146,1146,LA PLAINE-STADE DE FRANCE,2.87,11H-12H,14532.70652173913,41708.8677173913
1147,1147,LA PLAINE-STADE DE FRANCE,0.65,22H-23H,14532.70652173913,9446.259239130435
1148,1148,LE BOURGET,0.23,0H-1H,10666.902173913044,2453.3875000000007
1149,1149,LE BOURGET,3.86,12H-13H,10666.902173913044,41174.242391304346
1150,1150,LE GUICHET,4.79,15H-16H,1695.7065217391305,8122.434239130434
1151,1151,LE GUICHET,0.32,23H-0H,1695.7065217391305,542.6260869565218
1152,1152,LE GUICHET,8.81,8H-9H,1695.7065217391305,14939.174456521741
1153,1153,LES BACONNETS,4.11,10H-11H,4432.175824175824,18216.24263736264
1154,1154,LES BACONNETS,3.78,18H-19H,4432.175824175824,16753.624615384615
1155,1155,LES BACONNETS,2.76,19H-20H,4432.175824175824,12232.805274725275
1156,1156,BAGNEUX,6.4,16H-17H,5624.396739130435,35996.139130434785
1157,1157,BAGNEUX,0.65,23H-0H,5624.396739130435,3655.8578804347826
1158,1158,BAGNEUX,3.87,6H-7H,5624.396739130435,21766.415380434784
1159,1159,LOZERE,0.07,0H-1H,1151.9673913043478,80.63771739130434
1160,1160,VILLEPARISIS-MITRY-LE-NEUF,1.23,3H-4H,2825.5792349726776,3475.462459016393
1161,1161,VILLEPARISIS-MITRY-LE-NEUF,6.79,4H-5H,2825.5792349726776,19185.68300546448
1162,1162,VILLEPINTE,3.73,16H-17H,2540.7845303867402,9477.12629834254
1163,1163,DENFERT-ROCHEREAU,3.62,10H-11H,17593.385869565216,63688.056847826076
1164,1164,DENFERT-ROCHEREAU,2.46,23H-0H,17593.385869565216,43279.72923913043
1165,1165,GARE DU NORD,0.56,0H-1H,76449.32608695653,42811.62260869567
1166,1166,GARE DU NORD,3.74,10H-11H,76449.32608695653,285920.47956521745
1167,1167,GARE DU NORD,0.11,1H-2H,76449.32608695653,8409.425869565219
1168,1168,GARE DU NORD,10.76,7H-8H,76449.32608695653,822594.7486956522
1169,1169,GARE DU NORD,8.78,9H-10H,76449.32608695653,671225.0830434783
1170,1170,CITE UNIVERSITAIRE,0.44,0H-1H,16885.853260869564,7429.775434782608
1171,1171,CITE UNIVERSITAIRE,3.23,11H-12H,16885.853260869564,54541.30603260869
1172,1172,CITE UNIVERSITAIRE,4.3,12H-13H,16885.853260869564,72609.16902173912
1173,1173,CITE UNIVERSITAIRE,4.21,13H-14H,16885.853260869564,71089.44222826086
1174,1174,CITE UNIVERSITAIRE,3.88,14H-15H,16885.853260869564,65517.11065217391
1175,1175,CITE UNIVERSITAIRE,7.33,19H-20H,16885.853260869564,123773.3044021739
1176,1176,CITE UNIVERSITAIRE,2.74,21H-22H,16885.853260869564,46267.237934782606
1177,1177,CITE UNIVERSITAIRE,0.87,5H-6H,16885.853260869564,14690.692336956521
1178,1178,ANTONY,6.46,16H-17H,11292.179347826086,72947.47858695651
1179,1179,ANTONY,9.31,17H-18H,11292.179347826086,105130.18972826088
1180,1180,ANTONY,6.76,18H-19H,11292.179347826086,76335.13239130435
1181,1181,ANTONY,4.51,19H-20H,11292.179347826086,50927.72885869566
1182,1182,ANTONY,0.97,5H-6H,11292.179347826086,10953.413967391303
1183,1183,ANTONY,4.19,6H-7H,11292.179347826086,47314.231467391306
1184,1184,ANTONY,13.99,7H-8H,11292.179347826086,157977.58907608697
1185,1185,COURCELLE-SUR-YVETTE,4.07,11H-12H,567.2142857142858,2308.562142857143
1186,1186,COURCELLE-SUR-YVETTE,0.19,23H-0H,567.2142857142858,107.77071428571428
1187,1187,COURCELLE-SUR-YVETTE,1.07,5H-6H,567.2142857142858,606.9192857142857
1188,1188,ARCUEIL-CACHAN,3.74,10H-11H,8561.91847826087,32021.575108695655
1189,1189,ARCUEIL-CACHAN,3.63,13H-14H,8561.91847826087,31079.764076086958
1190,1190,ARCUEIL-CACHAN,9.12,18H-19H,8561.91847826087,78084.69652173913
1191,1191,ARCUEIL-CACHAN,4.88,19H-20H,8561.91847826087,41782.162173913035
1192,1192,ARCUEIL-CACHAN,0.04,4H-5H,8561.91847826087,342.4767391304348
1193,1193,DENFERT-ROCHEREAU,10.52,17H-18H,17593.385869565216,185082.4193478261
1194,1194,DENFERT-ROCHEREAU,10.36,18H-19H,17593.385869565216,182267.47760869566
1195,1195,DENFERT-ROCHEREAU,11.31,8H-9H,17593.385869565216,198981.19418478262
1196,1196,DENFERT-ROCHEREAU,6.42,9H-10H,17593.385869565216,112949.53728260867
1197,1197,DRANCY,3.27,13H-14H,7047.91304347826,23046.675652173915
1198,1198,DRANCY,3.03,18H-19H,7047.91304347826,21355.17652173913
1199,1199,FONTENAY-AUX-ROSES,4.7,16H-17H,2661.1521739130435,12507.415217391304
1200,1200,FONTENAY-AUX-ROSES,2.23,20H-21H,2661.1521739130435,5934.369347826087
1201,1201,FONTENAY-AUX-ROSES,1.12,21H-22H,2661.1521739130435,2980.490434782609
1202,1202,FONTENAY-AUX-ROSES,0.9,22H-23H,2661.1521739130435,2395.0369565217393
1203,1203,FONTENAY-AUX-ROSES,0.0,3H-4H,2661.1521739130435,0.0
1204,1204,FONTENAY-AUX-ROSES,8.15,9H-10H,2661.1521739130435,21688.390217391305
1205,1205,GENTILLY,3.18,10H-11H,5464.619565217391,17377.490217391303
1206,1206,GENTILLY,3.39,12H-13H,5464.619565217391,18525.06032608696
1207,1207,GENTILLY,3.16,14H-15H,5464.619565217391,17268.197826086962
1208,1208,GENTILLY,13.89,18H-19H,5464.619565217391,75903.56576086956
1209,1209,GENTILLY,0.01,2H-3H,5464.619565217391,54.64619565217391
1210,1210,GENTILLY,0.0,3H-4H,5464.619565217391,0.0
1211,1211,GIF-SUR-YVETTE,3.29,11H-12H,1359.266304347826,4471.986141304347
1212,1212,GIF-SUR-YVETTE,3.73,12H-13H,1359.266304347826,5070.0633152173905
1213,1213,GIF-SUR-YVETTE,3.07,14H-15H,1359.266304347826,4172.947554347826
1214,1214,GIF-SUR-YVETTE,3.17,15H-16H,1359.266304347826,4308.8741847826095
1215,1215,GIF-SUR-YVETTE,0.0,1H-2H,1359.266304347826,0.0
1216,1216,GIF-SUR-YVETTE,0.61,21H-22H,1359.266304347826,829.1524456521738
1217,1217,GIF-SUR-YVETTE,0.7,22H-23H,1359.266304347826,951.4864130434779
1218,1218,LA COURNEUVE-AUBERVILLIERS,7.01,16H-17H,11722.66847826087,82175.90603260869
1219,1219,LA COURNEUVE-AUBERVILLIERS,4.01,19H-20H,11722.66847826087,47007.90059782608
1220,1220,LA COURNEUVE-AUBERVILLIERS,0.45,4H-5H,11722.66847826087,5275.20081521739
1221,1221,LA COURNEUVE-AUBERVILLIERS,9.15,6H-7H,11722.66847826087,107262.41657608695
1222,1222,AULNAY-SOUS-BOIS,5.69,16H-17H,15838.554347826086,90121.37423913043
1223,1223,AULNAY-SOUS-BOIS,2.71,19H-20H,15838.554347826086,42922.48228260869
1224,1224,AULNAY-SOUS-BOIS,0.26,2H-3H,15838.554347826086,4118.024130434783
1225,1225,LA CROIX-DE-BERNY-FRESNES,0.17,0H-1H,7856.554347826086,1335.614239130435
1226,1226,LA CROIX-DE-BERNY-FRESNES,6.88,16H-17H,7856.554347826086,54053.09391304348
1227,1227,LA CROIX-DE-BERNY-FRESNES,1.69,21H-22H,7856.554347826086,13277.576847826089
1228,1228,SAINT-MICHEL,0.0,1H-2H,18866.54891304348,0.0
1229,1229,SAINT-MICHEL,0.0,3H-4H,18866.54891304348,0.0
1230,1230,SAINT-MICHEL,5.63,8H-9H,18866.54891304348,106218.6703804348
1231,1231,MASSY-PALAISEAU,4.03,13H-14H,22462.82608695652,90525.18913043477
1232,1232,MASSY-PALAISEAU,0.1,23H-0H,22462.82608695652,2246.282608695652
1233,1233,MASSY-PALAISEAU,7.77,7H-8H,22462.82608695652,174536.15869565215
1234,1234,MASSY-VERRIERES,2.46,13H-14H,1234.0489130434785,3035.760326086957
1235,1235,MASSY-VERRIERES,3.12,16H-17H,1234.0489130434785,3850.232608695652
1236,1236,MASSY-VERRIERES,2.01,19H-20H,1234.0489130434785,2480.438315217391
1237,1237,MASSY-VERRIERES,0.09,21H-22H,1234.0489130434785,111.06440217391304
1238,1238,MASSY-VERRIERES,0.01,4H-5H,1234.0489130434785,12.340489130434785
1239,1239,MASSY-VERRIERES,4.26,6H-7H,1234.0489130434785,5257.048369565217
