CODE_STIF_TRNS,CODE_STIF_RES,CODE_STIF_ARRET,LIBELLE_ARRET,ID_REFA_LDA,CAT_JOUR,TRNC_HORR_60,pourc_validations
810,802,403,LAPLACE,70427,JOHV,22H-23H,0.74
810,802,403,LAPLACE,70427,JOHV,6H-7H,2.36
810,802,403,LAPLACE,70427,JOHV,10H-11H,3.01
810,802,403,LAPLACE,70427,JOHV,14H-15H,3.07
810,802,403,LAPLACE,70427,JOHV,16H-17H,8.82
810,802,403,LAPLACE,70427,JOHV,20H-21H,2.93
810,802,403,LAPLACE,70427,JOHV,4H-5H,0.03
810,802,403,LAPLACE,70427,JOHV,11H-12H,2.84
810,802,403,LAPLACE,70427,JOHV,12H-13H,3.57
810,802,403,LAPLACE,70427,JOHV,19H-20H,6.49
810,802,403,LAPLACE,70427,JOHV,3H-4H,0
810,802,403,LAPLACE,70427,JOHV,7H-8H,8.02
810,802,403,LAPLACE,70427,JOHV,15H-16H,4.63
810,802,403,LAPLACE,70427,JOHV,18H-19H,13.83
810,802,403,LAPLACE,70427,JOHV,21H-22H,1.33
810,802,403,LAPLACE,70427,JOHV,23H-0H,0.54
810,802,403,LAPLACE,70427,JOHV,2H-3H,0
810,802,327,GENTILLY,70543,JOHV,0H-1H,0.2
810,802,327,GENTILLY,70543,JOHV,13H-14H,3.38
810,802,327,GENTILLY,70543,JOHV,15H-16H,3.86
810,802,327,GENTILLY,70543,JOHV,16H-17H,7.02
810,802,327,GENTILLY,70543,JOHV,10H-11H,3.18
810,802,327,GENTILLY,70543,JOHV,12H-13H,3.39
810,802,327,GENTILLY,70543,JOHV,14H-15H,3.16
810,802,327,GENTILLY,70543,JOHV,18H-19H,13.89
810,802,327,GENTILLY,70543,JOHV,2H-3H,0.01
810,802,327,GENTILLY,70543,JOHV,3H-4H,0
810,802,327,GENTILLY,70543,JOHV,19H-20H,7.36
810,802,327,GENTILLY,70543,JOHV,23H-0H,0.5
810,802,327,GENTILLY,70543,JOHV,11H-12H,2.8
810,802,327,GENTILLY,70543,JOHV,1H-2H,0.04
810,802,327,GENTILLY,70543,JOHV,21H-22H,1.36
810,802,327,GENTILLY,70543,JOHV,22H-23H,0.84
810,802,327,GENTILLY,70543,JOHV,5H-6H,1.05
810,802,327,GENTILLY,70543,JOHV,17H-18H,12.71
810,802,327,GENTILLY,70543,JOHV,20H-21H,3.02
810,802,327,GENTILLY,70543,JOHV,4H-5H,0.02
810,802,327,GENTILLY,70543,JOHV,6H-7H,2.44
810,802,327,GENTILLY,70543,JOHV,7H-8H,9.01
810,802,327,GENTILLY,70543,JOHV,8H-9H,13.74
810,802,327,GENTILLY,70543,JOHV,9H-10H,7.01
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,10H-11H,3.81
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,1H-2H,0.01
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,3H-4H,0.05
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,4H-5H,0.06
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,0H-1H,0.44
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,11H-12H,3.23
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,12H-13H,4.3
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,13H-14H,4.21
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,14H-15H,3.88
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,19H-20H,7.33
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,21H-22H,2.74
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,5H-6H,0.87
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,23H-0H,1.26
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,6H-7H,2.04
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,17H-18H,11.17
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,18H-19H,10.68
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,20H-21H,4.64
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,2H-3H,0.03
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,8H-9H,10.77
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,9H-10H,7.35
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,15H-16H,5.27
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,16H-17H,7.7
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,22H-23H,2.16
810,802,189,CITE UNIVERSITAIRE,70623,JOHV,7H-8H,6.01
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,11H-12H,3.04
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,15H-16H,5.42
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,16H-17H,7.74
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,1H-2H,0.02
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,20H-21H,4.49
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,21H-22H,2.88
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,23H-0H,2.68
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,5H-6H,0.77
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,6H-7H,1.62
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,17H-18H,10.52
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,18H-19H,10.36
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,8H-9H,11.31
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,9H-10H,6.42
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,2H-3H,0
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,4H-5H,0.02
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,7H-8H,5.54
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,0H-1H,1.12
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,12H-13H,4.04
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,14H-15H,4.25
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,3H-4H,0
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,10H-11H,3.13
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,13H-14H,4.5
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,19H-20H,7.41
810,802,235,DENFERT-ROCHEREAU,71056,JOHV,22H-23H,2.72
810,802,680,PORT ROYAL,71106,JOHV,14H-15H,5.63
810,802,680,PORT ROYAL,71106,JOHV,17H-18H,13.25
810,802,680,PORT ROYAL,71106,JOHV,20H-21H,5.09
810,802,680,PORT ROYAL,71106,JOHV,8H-9H,6.4
810,802,680,PORT ROYAL,71106,JOHV,0H-1H,0.56
810,802,680,PORT ROYAL,71106,JOHV,15H-16H,7.13
810,802,680,PORT ROYAL,71106,JOHV,21H-22H,2.96
810,802,680,PORT ROYAL,71106,JOHV,5H-6H,0.33
810,802,680,PORT ROYAL,71106,JOHV,6H-7H,0.71
810,802,680,PORT ROYAL,71106,JOHV,9H-10H,4.38
810,802,680,PORT ROYAL,71106,JOHV,10H-11H,3.41
810,802,680,PORT ROYAL,71106,JOHV,12H-13H,4.92
810,802,680,PORT ROYAL,71106,JOHV,3H-4H,0
810,802,680,PORT ROYAL,71106,JOHV,4H-5H,0.01
810,802,680,PORT ROYAL,71106,JOHV,1H-2H,0.01
810,802,680,PORT ROYAL,71106,JOHV,22H-23H,2.26
810,802,680,PORT ROYAL,71106,JOHV,23H-0H,1.42
810,802,680,PORT ROYAL,71106,JOHV,2H-3H,0
810,802,680,PORT ROYAL,71106,JOHV,11H-12H,3.79
810,802,680,PORT ROYAL,71106,JOHV,13H-14H,4.93
810,802,680,PORT ROYAL,71106,JOHV,16H-17H,11.31
810,802,680,PORT ROYAL,71106,JOHV,18H-19H,10.28
810,802,680,PORT ROYAL,71106,JOHV,19H-20H,7.95
810,802,680,PORT ROYAL,71106,JOHV,7H-8H,3.26
810,802,484,LUXEMBOURG,71161,JOHV,15H-16H,6.74
810,802,484,LUXEMBOURG,71161,JOHV,19H-20H,9.47
810,802,484,LUXEMBOURG,71161,JOHV,6H-7H,0.45
810,802,484,LUXEMBOURG,71161,JOHV,11H-12H,3.29
810,802,484,LUXEMBOURG,71161,JOHV,16H-17H,10.51
810,802,484,LUXEMBOURG,71161,JOHV,23H-0H,1.89
810,802,484,LUXEMBOURG,71161,JOHV,9H-10H,3.2
810,802,484,LUXEMBOURG,71161,JOHV,12H-13H,4.8
810,802,484,LUXEMBOURG,71161,JOHV,1H-2H,0.01
810,802,484,LUXEMBOURG,71161,JOHV,21H-22H,3.49
810,802,484,LUXEMBOURG,71161,JOHV,22H-23H,2.47
810,802,484,LUXEMBOURG,71161,JOHV,0H-1H,0.79
810,802,484,LUXEMBOURG,71161,JOHV,13H-14H,4.74
810,802,484,LUXEMBOURG,71161,JOHV,14H-15H,4.58
810,802,484,LUXEMBOURG,71161,JOHV,17H-18H,15.16
810,802,484,LUXEMBOURG,71161,JOHV,20H-21H,6.12
810,802,484,LUXEMBOURG,71161,JOHV,3H-4H,0
810,802,484,LUXEMBOURG,71161,JOHV,4H-5H,0
810,802,484,LUXEMBOURG,71161,JOHV,5H-6H,0.15
810,802,484,LUXEMBOURG,71161,JOHV,7H-8H,2.03
810,802,484,LUXEMBOURG,71161,JOHV,10H-11H,2.24
810,802,484,LUXEMBOURG,71161,JOHV,18H-19H,13.23
810,802,484,LUXEMBOURG,71161,JOHV,2H-3H,0
810,802,484,LUXEMBOURG,71161,JOHV,8H-9H,4.63
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,16H-17H,13.1
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,3H-4H,0.82
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,11H-12H,2.87
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,22H-23H,0.65
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,0H-1H,0.12
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,14H-15H,6.36
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,1H-2H,0
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,21H-22H,1.17
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,5H-6H,4.01
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,7H-8H,5.13
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,8H-9H,4.48
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,13H-14H,3.98
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,17H-18H,12.74
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,18H-19H,9.76
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,20H-21H,2.15
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,9H-10H,3.41
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,10H-11H,3.03
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,12H-13H,3.37
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,15H-16H,11
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,19H-20H,4.49
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,23H-0H,0.46
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,2H-3H,0.04
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,4H-5H,1.86
810,802,404,LA PLAINE-STADE DE FRANCE,72211,JOHV,6H-7H,5
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,13H-14H,3.82
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,15H-16H,4.77
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,23H-0H,0.47
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,16H-17H,7.01
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,19H-20H,4.01
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,4H-5H,0.45
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,6H-7H,9.15
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,0H-1H,0.15
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,10H-11H,4.23
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,17H-18H,8.49
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,21H-22H,1.7
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,2H-3H,0
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,3H-4H,0.01
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,11H-12H,3.49
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,12H-13H,3.99
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,14H-15H,3.89
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,1H-2H,0
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,20H-21H,2.47
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,22H-23H,1.03
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,5H-6H,4.84
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,8H-9H,10.79
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,9H-10H,6.54
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,18H-19H,5.98
810,802,34,LA COURNEUVE-AUBERVILLIERS,72598,JOHV,7H-8H,12.73
810,802,427,LE BOURGET,72641,JOHV,1H-2H,0
810,802,427,LE BOURGET,72641,JOHV,3H-4H,1.01
810,802,427,LE BOURGET,72641,JOHV,5H-6H,9.09
810,802,427,LE BOURGET,72641,JOHV,0H-1H,0.23
810,802,427,LE BOURGET,72641,JOHV,12H-13H,3.86
810,802,427,LE BOURGET,72641,JOHV,13H-14H,4.07
810,802,427,LE BOURGET,72641,JOHV,14H-15H,5
810,802,427,LE BOURGET,72641,JOHV,20H-21H,2.04
810,802,427,LE BOURGET,72641,JOHV,4H-5H,3.73
810,802,427,LE BOURGET,72641,JOHV,6H-7H,10.84
810,802,427,LE BOURGET,72641,JOHV,11H-12H,3.46
810,802,427,LE BOURGET,72641,JOHV,15H-16H,6.29
810,802,427,LE BOURGET,72641,JOHV,16H-17H,6.54
810,802,427,LE BOURGET,72641,JOHV,17H-18H,6.46
810,802,427,LE BOURGET,72641,JOHV,18H-19H,4.65
810,802,427,LE BOURGET,72641,JOHV,19H-20H,3
810,802,427,LE BOURGET,72641,JOHV,21H-22H,1.26
810,802,427,LE BOURGET,72641,JOHV,2H-3H,0.04
810,802,427,LE BOURGET,72641,JOHV,8H-9H,8.03
810,802,427,LE BOURGET,72641,JOHV,10H-11H,3.98
810,802,427,LE BOURGET,72641,JOHV,22H-23H,0.74
810,802,427,LE BOURGET,72641,JOHV,23H-0H,0.42
810,802,427,LE BOURGET,72641,JOHV,7H-8H,10.16
810,802,427,LE BOURGET,72641,JOHV,9H-10H,5.1
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,0H-1H,0.14
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,15H-16H,5.1
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,1H-2H,0.01
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,21H-22H,1.18
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,4H-5H,2.93
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,16H-17H,5.69
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,19H-20H,2.71
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,2H-3H,0.26
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,18H-19H,4.64
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,22H-23H,0.75
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,5H-6H,6.4
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,6H-7H,11.09
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,7H-8H,13.26
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,11H-12H,3.57
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,14H-15H,4.08
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,20H-21H,1.72
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,3H-4H,0.75
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,8H-9H,11.58
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,10H-11H,3.99
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,12H-13H,4.06
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,13H-14H,3.71
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,17H-18H,6.77
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,23H-0H,0.42
810,802,37,AULNAY-SOUS-BOIS,72646,JOHV,9H-10H,5.17
810,802,77,BLANC-MESNIL,72648,JOHV,15H-16H,4.22
810,802,77,BLANC-MESNIL,72648,JOHV,22H-23H,1.8
810,802,77,BLANC-MESNIL,72648,JOHV,6H-7H,13.72
810,802,77,BLANC-MESNIL,72648,JOHV,14H-15H,3.61
810,802,77,BLANC-MESNIL,72648,JOHV,16H-17H,6.02
810,802,77,BLANC-MESNIL,72648,JOHV,23H-0H,0.42
810,802,77,BLANC-MESNIL,72648,JOHV,2H-3H,0
810,802,77,BLANC-MESNIL,72648,JOHV,7H-8H,14.8
810,802,77,BLANC-MESNIL,72648,JOHV,17H-18H,6.61
810,802,77,BLANC-MESNIL,72648,JOHV,18H-19H,4.18
810,802,77,BLANC-MESNIL,72648,JOHV,19H-20H,2.65
810,802,77,BLANC-MESNIL,72648,JOHV,21H-22H,1.8
810,802,77,BLANC-MESNIL,72648,JOHV,11H-12H,3.26
810,802,77,BLANC-MESNIL,72648,JOHV,12H-13H,3.59
810,802,77,BLANC-MESNIL,72648,JOHV,13H-14H,3.28
810,802,77,BLANC-MESNIL,72648,JOHV,1H-2H,0
810,802,77,BLANC-MESNIL,72648,JOHV,4H-5H,1.6
810,802,77,BLANC-MESNIL,72648,JOHV,5H-6H,5.11
810,802,77,BLANC-MESNIL,72648,JOHV,8H-9H,11.9
810,802,77,BLANC-MESNIL,72648,JOHV,9H-10H,5.5
810,802,77,BLANC-MESNIL,72648,JOHV,0H-1H,0.05
810,802,77,BLANC-MESNIL,72648,JOHV,10H-11H,3.79
810,802,77,BLANC-MESNIL,72648,JOHV,20H-21H,2.08
810,802,77,BLANC-MESNIL,72648,JOHV,3H-4H,0
810,802,242,DRANCY,72652,JOHV,15H-16H,4.36
810,802,242,DRANCY,72652,JOHV,2H-3H,0.04
810,802,242,DRANCY,72652,JOHV,3H-4H,0.54
810,802,242,DRANCY,72652,JOHV,7H-8H,13.84
810,802,242,DRANCY,72652,JOHV,9H-10H,6.41
810,802,242,DRANCY,72652,JOHV,13H-14H,3.27
810,802,242,DRANCY,72652,JOHV,18H-19H,3.03
810,802,242,DRANCY,72652,JOHV,11H-12H,3.5
810,802,242,DRANCY,72652,JOHV,17H-18H,4.85
810,802,242,DRANCY,72652,JOHV,21H-22H,0.76
810,802,242,DRANCY,72652,JOHV,23H-0H,0.26
810,802,242,DRANCY,72652,JOHV,5H-6H,9.98
810,802,242,DRANCY,72652,JOHV,6H-7H,12.76
810,802,242,DRANCY,72652,JOHV,0H-1H,0.09
810,802,242,DRANCY,72652,JOHV,12H-13H,3.67
810,802,242,DRANCY,72652,JOHV,16H-17H,5.34
810,802,242,DRANCY,72652,JOHV,20H-21H,1.33
810,802,242,DRANCY,72652,JOHV,8H-9H,11.75
810,802,242,DRANCY,72652,JOHV,10H-11H,4.44
810,802,242,DRANCY,72652,JOHV,14H-15H,3.28
810,802,242,DRANCY,72652,JOHV,19H-20H,1.95
810,802,242,DRANCY,72652,JOHV,1H-2H,0
810,802,242,DRANCY,72652,JOHV,22H-23H,0.48
810,802,242,DRANCY,72652,JOHV,4H-5H,4.05
810,802,796,SEVRAN-LIVRY,73439,JOHV,10H-11H,3.98
810,802,796,SEVRAN-LIVRY,73439,JOHV,14H-15H,3.75
810,802,796,SEVRAN-LIVRY,73439,JOHV,22H-23H,0.41
810,802,796,SEVRAN-LIVRY,73439,JOHV,23H-0H,0.22
810,802,796,SEVRAN-LIVRY,73439,JOHV,2H-3H,0.42
810,802,796,SEVRAN-LIVRY,73439,JOHV,16H-17H,3.74
810,802,796,SEVRAN-LIVRY,73439,JOHV,5H-6H,12.01
810,802,796,SEVRAN-LIVRY,73439,JOHV,9H-10H,5.16
810,802,796,SEVRAN-LIVRY,73439,JOHV,12H-13H,3.57
810,802,796,SEVRAN-LIVRY,73439,JOHV,18H-19H,2.51
810,802,796,SEVRAN-LIVRY,73439,JOHV,19H-20H,1.67
810,802,796,SEVRAN-LIVRY,73439,JOHV,20H-21H,1.11
810,802,796,SEVRAN-LIVRY,73439,JOHV,21H-22H,0.64
810,802,796,SEVRAN-LIVRY,73439,JOHV,3H-4H,2.06
810,802,796,SEVRAN-LIVRY,73439,JOHV,8H-9H,10.83
810,802,796,SEVRAN-LIVRY,73439,JOHV,0H-1H,0.14
810,802,796,SEVRAN-LIVRY,73439,JOHV,15H-16H,4.2
810,802,796,SEVRAN-LIVRY,73439,JOHV,17H-18H,3.55
810,802,796,SEVRAN-LIVRY,73439,JOHV,11H-12H,3.55
810,802,796,SEVRAN-LIVRY,73439,JOHV,13H-14H,3.45
810,802,796,SEVRAN-LIVRY,73439,JOHV,1H-2H,0.07
810,802,796,SEVRAN-LIVRY,73439,JOHV,4H-5H,6.11
810,802,796,SEVRAN-LIVRY,73439,JOHV,6H-7H,14.34
810,802,796,SEVRAN-LIVRY,73439,JOHV,7H-8H,12.5
810,802,889,VERT-GALANT,73482,JOHV,18H-19H,2.9
810,802,889,VERT-GALANT,73482,JOHV,19H-20H,1.72
810,802,889,VERT-GALANT,73482,JOHV,23H-0H,0.18
810,802,889,VERT-GALANT,73482,JOHV,3H-4H,0.34
810,802,889,VERT-GALANT,73482,JOHV,14H-15H,4.02
810,802,889,VERT-GALANT,73482,JOHV,17H-18H,4.28
810,802,889,VERT-GALANT,73482,JOHV,22H-23H,0.35
810,802,889,VERT-GALANT,73482,JOHV,9H-10H,5
810,802,889,VERT-GALANT,73482,JOHV,0H-1H,0.04
810,802,889,VERT-GALANT,73482,JOHV,12H-13H,3.74
810,802,889,VERT-GALANT,73482,JOHV,1H-2H,0
810,802,889,VERT-GALANT,73482,JOHV,21H-22H,0.56
810,802,889,VERT-GALANT,73482,JOHV,7H-8H,13.59
810,802,889,VERT-GALANT,73482,JOHV,10H-11H,4.19
810,802,889,VERT-GALANT,73482,JOHV,15H-16H,4.8
810,802,889,VERT-GALANT,73482,JOHV,20H-21H,1.03
810,802,889,VERT-GALANT,73482,JOHV,2H-3H,0.05
810,802,889,VERT-GALANT,73482,JOHV,5H-6H,12.38
810,802,889,VERT-GALANT,73482,JOHV,8H-9H,10.53
810,802,889,VERT-GALANT,73482,JOHV,11H-12H,3.52
810,802,889,VERT-GALANT,73482,JOHV,13H-14H,3.4
810,802,889,VERT-GALANT,73482,JOHV,16H-17H,4.44
810,802,889,VERT-GALANT,73482,JOHV,4H-5H,4.4
810,802,889,VERT-GALANT,73482,JOHV,6H-7H,14.56
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,3H-4H,0
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,4H-5H,0.58
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,5H-6H,4.21
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,6H-7H,10.97
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,12H-13H,4.61
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,16H-17H,6.02
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,18H-19H,4.57
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,20H-21H,2.32
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,2H-3H,0
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,7H-8H,14.13
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,10H-11H,4.46
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,1H-2H,0
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,21H-22H,1.43
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,22H-23H,0.8
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,9H-10H,5.8
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,0H-1H,0.04
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,11H-12H,4.08
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,19H-20H,3.05
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,23H-0H,0.34
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,8H-9H,12.4
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,13H-14H,4.58
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,14H-15H,4.37
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,15H-16H,4.73
810,802,795,SEVRAN-BEAUDOTTES,73491,JOHV,17H-18H,6.51
810,802,905,VILLEPINTE,73547,JOHV,12H-13H,3.43
810,802,905,VILLEPINTE,73547,JOHV,5H-6H,13.08
810,802,905,VILLEPINTE,73547,JOHV,7H-8H,13.68
810,802,905,VILLEPINTE,73547,JOHV,0H-1H,0.02
810,802,905,VILLEPINTE,73547,JOHV,17H-18H,3.51
810,802,905,VILLEPINTE,73547,JOHV,6H-7H,13.34
810,802,905,VILLEPINTE,73547,JOHV,9H-10H,4.7
810,802,905,VILLEPINTE,73547,JOHV,13H-14H,3.21
810,802,905,VILLEPINTE,73547,JOHV,16H-17H,3.73
810,802,905,VILLEPINTE,73547,JOHV,8H-9H,10.55
810,802,905,VILLEPINTE,73547,JOHV,4H-5H,6.48
810,802,905,VILLEPINTE,73547,JOHV,11H-12H,2.97
810,802,905,VILLEPINTE,73547,JOHV,14H-15H,3.94
810,802,905,VILLEPINTE,73547,JOHV,15H-16H,4.21
810,802,905,VILLEPINTE,73547,JOHV,19H-20H,1.58
810,802,905,VILLEPINTE,73547,JOHV,1H-2H,0
810,802,905,VILLEPINTE,73547,JOHV,3H-4H,2.5
810,802,905,VILLEPINTE,73547,JOHV,18H-19H,2.39
810,802,905,VILLEPINTE,73547,JOHV,22H-23H,0.35
810,802,905,VILLEPINTE,73547,JOHV,23H-0H,0.16
810,802,905,VILLEPINTE,73547,JOHV,2H-3H,0.9
810,802,905,VILLEPINTE,73547,JOHV,21H-22H,0.63
810,802,905,VILLEPINTE,73547,JOHV,10H-11H,3.63
810,802,905,VILLEPINTE,73547,JOHV,20H-21H,1.03
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,10H-11H,2.38
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,12H-13H,3.54
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,2H-3H,0
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,3H-4H,0.01
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,6H-7H,1.39
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,15H-16H,7.73
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,20H-21H,3.27
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,21H-22H,1.23
810,802,621,PARC DES EXPOSITIONS,73568,JOHV,0H-1H,0.03
