,date,ninsee,no2,o3,pm10
287739,08/08/2017,93066,35,31,20
287746,08/08/2017,93078,32,30,24
287750,08/08/2017,94003,30,30,19
287763,08/08/2017,94037,31,30,20
287939,08/08/2017,95527,28,30,22
287991,09/08/2017,75103,21,25,15
287993,09/08/2017,75105,20,25,14
287998,09/08/2017,75110,22,26,15
288002,09/08/2017,75114,21,26,14
288748,09/08/2017,78575,14,28,10
288822,09/08/2017,91122,16,27,12
288864,09/08/2017,91272,16,28,10
288890,09/08/2017,91377,18,26,15
288914,09/08/2017,91471,16,26,12
288916,09/08/2017,91477,17,26,14
288981,09/08/2017,92002,18,27,15
288986,09/08/2017,92014,18,27,14
289018,09/08/2017,93005,24,28,15
289020,09/08/2017,93007,24,27,15
289023,09/08/2017,93013,23,27,15
289026,09/08/2017,93027,22,28,14
289027,09/08/2017,93029,22,27,15
289048,09/08/2017,93066,23,28,15
289055,09/08/2017,93078,25,28,15
289059,09/08/2017,94003,19,26,14
289072,09/08/2017,94037,20,26,15
289248,09/08/2017,95527,25,26,15
289300,10/08/2017,75103,22,33,17
289302,10/08/2017,75105,22,33,19
289307,10/08/2017,75110,24,33,19
289311,10/08/2017,75114,23,32,19
290057,10/08/2017,78575,13,36,12
290131,10/08/2017,91122,16,37,12
290173,10/08/2017,91272,15,37,12
290199,10/08/2017,91377,21,33,15
290223,10/08/2017,91471,17,35,12
290225,10/08/2017,91477,19,35,14
290290,10/08/2017,92002,21,32,17
290295,10/08/2017,92014,21,30,17
290327,10/08/2017,93005,31,35,19
290329,10/08/2017,93007,26,35,19
290332,10/08/2017,93013,21,35,15
290335,10/08/2017,93027,20,35,14
290336,10/08/2017,93029,24,35,17
290357,10/08/2017,93066,23,36,17
290364,10/08/2017,93078,35,36,20
290368,10/08/2017,94003,22,30,19
290381,10/08/2017,94037,23,31,20
290557,10/08/2017,95527,30,35,20
290609,11/08/2017,75103,19,35,32
290611,11/08/2017,75105,18,35,32
290616,11/08/2017,75110,21,35,32
290620,11/08/2017,75114,19,35,30
291366,11/08/2017,78575,10,42,22
291440,11/08/2017,91122,13,43,20
291482,11/08/2017,91272,12,43,20
291508,11/08/2017,91377,18,39,22
291532,11/08/2017,91471,13,42,20
291534,11/08/2017,91477,15,41,20
291599,11/08/2017,92002,18,38,22
291604,11/08/2017,92014,18,37,24
291636,11/08/2017,93005,20,37,29
291638,11/08/2017,93007,17,38,25
291641,11/08/2017,93013,14,38,25
291644,11/08/2017,93027,14,38,27
291645,11/08/2017,93029,16,38,25
291666,11/08/2017,93066,20,38,30
291673,11/08/2017,93078,22,37,30
291677,11/08/2017,94003,18,35,27
291690,11/08/2017,94037,18,35,29
291866,11/08/2017,95527,19,37,29
291918,12/08/2017,75103,16,21,15
291920,12/08/2017,75105,15,21,14
291925,12/08/2017,75110,17,22,14
291929,12/08/2017,75114,14,22,14
292675,12/08/2017,78575,6,23,10
292749,12/08/2017,91122,7,23,10
292791,12/08/2017,91272,7,24,10
292817,12/08/2017,91377,10,24,12
292841,12/08/2017,91471,8,24,10
292843,12/08/2017,91477,9,24,12
292908,12/08/2017,92002,10,23,12
292913,12/08/2017,92014,11,23,12
292945,12/08/2017,93005,13,23,14
292947,12/08/2017,93007,12,23,14
292950,12/08/2017,93013,11,23,12
292953,12/08/2017,93027,12,24,12
292954,12/08/2017,93029,12,23,12
292975,12/08/2017,93066,14,24,14
292982,12/08/2017,93078,13,21,14
292986,12/08/2017,94003,11,22,14
292999,12/08/2017,94037,11,22,14
293175,12/08/2017,95527,12,21,14
293227,13/08/2017,75103,44,35,20
293229,13/08/2017,75105,43,36,20
293234,13/08/2017,75110,45,35,20
293238,13/08/2017,75114,39,38,20
293984,13/08/2017,78575,24,43,12
294058,13/08/2017,91122,28,45,12
294100,13/08/2017,91272,28,44,12
294126,13/08/2017,91377,36,44,15
294150,13/08/2017,91471,30,45,12
294152,13/08/2017,91477,33,44,14
294217,13/08/2017,92002,38,43,17
294222,13/08/2017,92014,39,41,17
294254,13/08/2017,93005,30,40,19
294256,13/08/2017,93007,35,40,19
294259,13/08/2017,93013,39,40,17
294262,13/08/2017,93027,44,40,19
294263,13/08/2017,93029,40,40,17
294284,13/08/2017,93066,48,39,20
294291,13/08/2017,93078,25,40,19
294295,13/08/2017,94003,39,39,19
294308,13/08/2017,94037,38,38,20
294484,13/08/2017,95527,24,40,19
294536,14/08/2017,75103,39,34,24
294538,14/08/2017,75105,39,35,24
294543,14/08/2017,75110,42,36,24
294547,14/08/2017,75114,38,35,22
295293,14/08/2017,78575,20,36,10
295367,14/08/2017,91122,21,37,12
295409,14/08/2017,91272,22,36,12
295435,14/08/2017,91377,27,36,17
295459,14/08/2017,91471,22,36,12
295461,14/08/2017,91477,24,36,14
295526,14/08/2017,92002,31,36,17
295531,14/08/2017,92014,32,36,19
295563,14/08/2017,93005,31,43,20
295565,14/08/2017,93007,35,42,20
295568,14/08/2017,93013,39,42,20
295571,14/08/2017,93027,43,42,22
295572,14/08/2017,93029,40,42,20
295593,14/08/2017,93066,47,41,27
295600,14/08/2017,93078,26,43,20
295604,14/08/2017,94003,36,35,20
295617,14/08/2017,94037,38,35,20
295793,14/08/2017,95527,27,43,20
295845,15/08/2017,75103,25,33,20
295847,15/08/2017,75105,24,33,20
295852,15/08/2017,75110,26,35,20
295856,15/08/2017,75114,22,33,20
296602,15/08/2017,78575,8,35,14
296676,15/08/2017,91122,10,36,15
296718,15/08/2017,91272,10,36,15
296744,15/08/2017,91377,14,35,17
296768,15/08/2017,91471,11,36,15
296770,15/08/2017,91477,12,36,17
296835,15/08/2017,92002,16,35,17
296840,15/08/2017,92014,17,35,19
296872,15/08/2017,93005,17,39,17
296874,15/08/2017,93007,19,39,15
296877,15/08/2017,93013,21,39,15
296880,15/08/2017,93027,24,39,17
296881,15/08/2017,93029,21,38,15
296902,15/08/2017,93066,27,38,19
296909,15/08/2017,93078,15,40,17
296913,15/08/2017,94003,20,34,19
296926,15/08/2017,94037,21,33,20
297102,15/08/2017,95527,16,39,17
297154,16/08/2017,75103,40,35,22
297156,16/08/2017,75105,39,37,20
297161,16/08/2017,75110,39,36,24
297165,16/08/2017,75114,33,39,20
297911,16/08/2017,78575,15,43,14
297985,16/08/2017,91122,18,44,14
298027,16/08/2017,91272,18,44,14
298053,16/08/2017,91377,26,42,17
298077,16/08/2017,91471,19,43,14
298079,16/08/2017,91477,23,42,15
298144,16/08/2017,92002,28,41,17
298149,16/08/2017,92014,29,40,17
298181,16/08/2017,93005,27,39,20
298183,16/08/2017,93007,29,38,20
298186,16/08/2017,93013,30,38,20
298189,16/08/2017,93027,30,38,22
298190,16/08/2017,93029,31,38,20
298211,16/08/2017,93066,29,39,24
298218,16/08/2017,93078,23,40,19
298222,16/08/2017,94003,31,39,19
298235,16/08/2017,94037,31,39,20
298411,16/08/2017,95527,25,38,19
298463,17/08/2017,75103,20,19,15
298465,17/08/2017,75105,22,18,14
298470,17/08/2017,75110,18,22,15
298474,17/08/2017,75114,21,19,12
299220,17/08/2017,78575,6,24,7
299294,17/08/2017,91122,7,23,7
299336,17/08/2017,91272,7,24,7
299362,17/08/2017,91377,12,22,9
299386,17/08/2017,91471,8,23,7
299388,17/08/2017,91477,10,23,9
299453,17/08/2017,92002,14,21,9
299458,17/08/2017,92014,16,20,9
299490,17/08/2017,93005,21,21,17
299492,17/08/2017,93007,21,22,15
299495,17/08/2017,93013,21,22,14
299498,17/08/2017,93027,20,23,14
299499,17/08/2017,93029,21,22,15
299520,17/08/2017,93066,17,25,14
299527,17/08/2017,93078,19,20,15
299531,17/08/2017,94003,19,18,10
299544,17/08/2017,94037,22,18,12
299720,17/08/2017,95527,21,21,15
299772,18/08/2017,75103,18,24,14
299774,18/08/2017,75105,19,24,12
299779,18/08/2017,75110,18,25,14
299783,18/08/2017,75114,20,25,12
300529,18/08/2017,78575,7,30,10
300603,18/08/2017,91122,10,30,10
300645,18/08/2017,91272,9,30,10
300671,18/08/2017,91377,15,29,10
300695,18/08/2017,91471,11,30,10
300697,18/08/2017,91477,12,30,10
300762,18/08/2017,92002,16,28,10
300767,18/08/2017,92014,15,27,10
300799,18/08/2017,93005,17,25,15
300801,18/08/2017,93007,18,26,14
300804,18/08/2017,93013,18,26,14
300807,18/08/2017,93027,18,27,14
300808,18/08/2017,93029,18,26,14
300829,18/08/2017,93066,17,28,14
300836,18/08/2017,93078,16,25,14
300840,18/08/2017,94003,16,25,12
300853,18/08/2017,94037,17,25,12
301029,18/08/2017,95527,16,27,14
301081,19/08/2017,75103,16,28,22
301083,19/08/2017,75105,16,28,22
301088,19/08/2017,75110,17,28,22
301092,19/08/2017,75114,17,28,24
301838,19/08/2017,78575,9,30,19
301912,19/08/2017,91122,11,31,19
301954,19/08/2017,91272,11,31,19
301980,19/08/2017,91377,16,30,20
302004,19/08/2017,91471,12,30,20
302006,19/08/2017,91477,14,30,20
302071,19/08/2017,92002,16,30,22
302076,19/08/2017,92014,15,29,22
302108,19/08/2017,93005,15,32,22
302110,19/08/2017,93007,12,32,22
302113,19/08/2017,93013,10,32,20
302116,19/08/2017,93027,11,32,20
302117,19/08/2017,93029,11,32,22
302138,19/08/2017,93066,13,32,20
302145,19/08/2017,93078,17,32,20
302149,19/08/2017,94003,13,28,22
302162,19/08/2017,94037,13,27,22
302338,19/08/2017,95527,15,33,20
302390,20/08/2017,75103,24,31,22
302392,20/08/2017,75105,23,31,22
302397,20/08/2017,75110,30,31,22
302401,20/08/2017,75114,23,31,20
303147,20/08/2017,78575,8,32,15
303221,20/08/2017,91122,11,33,15
303263,20/08/2017,91272,10,33,15
303289,20/08/2017,91377,22,33,19
303313,20/08/2017,91471,13,33,15
303315,20/08/2017,91477,17,33,17
303380,20/08/2017,92002,24,33,19
303385,20/08/2017,92014,24,33,19
303417,20/08/2017,93005,29,36,20
303419,20/08/2017,93007,31,35,20
303422,20/08/2017,93013,33,35,20
303425,20/08/2017,93027,35,35,20
303426,20/08/2017,93029,34,35,20
303447,20/08/2017,93066,36,34,20
303454,20/08/2017,93078,25,36,20
303458,20/08/2017,94003,24,32,20
303471,20/08/2017,94037,24,31,22
303647,20/08/2017,95527,24,34,20
303699,21/08/2017,75103,28,19,20
303701,21/08/2017,75105,27,20,20
303706,21/08/2017,75110,32,20,20
303710,21/08/2017,75114,26,20,19
304456,21/08/2017,78575,13,27,12
304530,21/08/2017,91122,15,28,14
304572,21/08/2017,91272,15,28,14
304598,21/08/2017,91377,22,27,17
304622,21/08/2017,91471,16,28,14
304624,21/08/2017,91477,19,28,15
304689,21/08/2017,92002,23,25,19
304694,21/08/2017,92014,24,23,19
304726,21/08/2017,93005,28,22,22
304728,21/08/2017,93007,29,22,22
304731,21/08/2017,93013,30,23,20
304734,21/08/2017,93027,31,23,20
304735,21/08/2017,93029,30,23,22
304756,21/08/2017,93066,34,23,20
304763,21/08/2017,93078,26,22,22
304767,21/08/2017,94003,26,21,19
304780,21/08/2017,94037,27,20,20
304956,21/08/2017,95527,26,22,22
305008,22/08/2017,75103,21,44,27
305010,22/08/2017,75105,21,45,29
305015,22/08/2017,75110,22,44,27
305019,22/08/2017,75114,22,44,29
305765,22/08/2017,78575,14,45,20
305839,22/08/2017,91122,17,47,22
305881,22/08/2017,91272,16,46,22
305907,22/08/2017,91377,20,45,25
305931,22/08/2017,91471,17,46,22
305933,22/08/2017,91477,19,46,24
305998,22/08/2017,92002,20,43,25
306003,22/08/2017,92014,20,43,25
306035,22/08/2017,93005,16,42,24
306037,22/08/2017,93007,17,43,24
306040,22/08/2017,93013,19,44,24
306043,22/08/2017,93027,21,45,24
306044,22/08/2017,93029,20,44,24
306065,22/08/2017,93066,23,46,25
306072,22/08/2017,93078,14,40,24
306076,22/08/2017,94003,22,43,27
306089,22/08/2017,94037,22,43,27
306265,22/08/2017,95527,15,39,24
306317,23/08/2017,75103,29,36,32
306319,23/08/2017,75105,27,36,30
306324,23/08/2017,75110,29,39,30
306328,23/08/2017,75114,23,38,30
307074,23/08/2017,78575,14,42,22
307148,23/08/2017,91122,15,44,24
307190,23/08/2017,91272,16,43,24
307216,23/08/2017,91377,19,41,27
307240,23/08/2017,91471,17,43,24
307242,23/08/2017,91477,17,42,25
307307,23/08/2017,92002,21,40,27
307312,23/08/2017,92014,21,40,29
307344,23/08/2017,93005,26,42,32
307346,23/08/2017,93007,27,41,32
307349,23/08/2017,93013,28,41,32
307352,23/08/2017,93027,29,43,32
307353,23/08/2017,93029,29,41,32
307374,23/08/2017,93066,29,43,34
307381,23/08/2017,93078,23,42,32
307385,23/08/2017,94003,22,39,29
307398,23/08/2017,94037,22,38,30
307574,23/08/2017,95527,22,45,32
307626,24/08/2017,75103,30,24,35
307628,24/08/2017,75105,30,25,35
307633,24/08/2017,75110,32,24,37
307637,24/08/2017,75114,30,26,35
308383,24/08/2017,78575,14,34,24
308457,24/08/2017,91122,18,33,25
308499,24/08/2017,91272,17,34,25
308525,24/08/2017,91377,22,31,29
308549,24/08/2017,91471,19,32,27
308551,24/08/2017,91477,20,32,27
308616,24/08/2017,92002,23,29,29
308621,24/08/2017,92014,24,28,30
308653,24/08/2017,93005,29,32,35
308655,24/08/2017,93007,29,31,35
308658,24/08/2017,93013,29,30,34
308661,24/08/2017,93027,31,32,35
308662,24/08/2017,93029,30,29,35
308683,24/08/2017,93066,32,33,37
308690,24/08/2017,93078,28,32,32
308694,24/08/2017,94003,28,26,32
308707,24/08/2017,94037,29,25,34
308883,24/08/2017,95527,28,36,30
308935,25/08/2017,75103,39,20,30
308937,25/08/2017,75105,37,21,29
308942,25/08/2017,75110,42,20,30
308946,25/08/2017,75114,35,22,29
309692,25/08/2017,78575,23,26,22
309766,25/08/2017,91122,26,25,24
309808,25/08/2017,91272,26,26,24
309834,25/08/2017,91377,32,22,27
309858,25/08/2017,91471,27,23,25
309860,25/08/2017,91477,30,23,25
309925,25/08/2017,92002,34,22,27
309930,25/08/2017,92014,34,22,29
309962,25/08/2017,93005,29,27,25
309964,25/08/2017,93007,30,25,25
309967,25/08/2017,93013,31,25,25
309970,25/08/2017,93027,34,24,25
309971,25/08/2017,93029,32,25,25
309992,25/08/2017,93066,40,23,29
309999,25/08/2017,93078,24,28,24
310003,25/08/2017,94003,34,21,29
310016,25/08/2017,94037,33,21,29
310192,25/08/2017,95527,25,26,24
310244,26/08/2017,75103,47,48,50
310246,26/08/2017,75105,45,48,49
310251,26/08/2017,75110,47,49,52
310255,26/08/2017,75114,43,49,45
311001,26/08/2017,78575,27,50,27
311075,26/08/2017,91122,28,52,29
311117,26/08/2017,91272,29,51,29
311143,26/08/2017,91377,33,50,35
311167,26/08/2017,91471,30,51,30
311169,26/08/2017,91477,31,50,32
311234,26/08/2017,92002,35,50,37
311239,26/08/2017,92014,36,50,39
311271,26/08/2017,93005,35,53,40
311273,26/08/2017,93007,37,53,42
311276,26/08/2017,93013,40,53,42
311279,26/08/2017,93027,43,53,45
311280,26/08/2017,93029,40,52,44
311301,26/08/2017,93066,46,52,49
311308,26/08/2017,93078,33,54,40
311312,26/08/2017,94003,37,50,42
311325,26/08/2017,94037,37,49,44
311501,26/08/2017,95527,33,53,39
311553,27/08/2017,75103,36,54,44
311555,27/08/2017,75105,35,55,42
311560,27/08/2017,75110,45,55,44
311564,27/08/2017,75114,40,56,40
312310,27/08/2017,78575,25,58,29
312384,27/08/2017,91122,25,60,30
312426,27/08/2017,91272,27,60,30
312452,27/08/2017,91377,32,58,35
312476,27/08/2017,91471,28,59,30
312478,27/08/2017,91477,30,58,34
312543,27/08/2017,92002,37,57,37
312548,27/08/2017,92014,39,57,37
312580,27/08/2017,93005,36,51,39
312582,27/08/2017,93007,37,53,37
312585,27/08/2017,93013,38,54,37
312588,27/08/2017,93027,41,56,39
312589,27/08/2017,93029,40,53,37
312610,27/08/2017,93066,47,59,42
312617,27/08/2017,93078,29,51,39
312621,27/08/2017,94003,39,56,40
312634,27/08/2017,94037,38,56,40
312810,27/08/2017,95527,27,49,39
312862,28/08/2017,75103,48,56,47
312864,28/08/2017,75105,46,57,47
312869,28/08/2017,75110,54,56,49
312873,28/08/2017,75114,48,57,47
313619,28/08/2017,78575,24,64,35
313693,28/08/2017,91122,26,63,37
313735,28/08/2017,91272,27,63,37
313761,28/08/2017,91377,39,60,40
313785,28/08/2017,91471,29,62,37
313787,28/08/2017,91477,33,61,39
313852,28/08/2017,92002,44,58,42
313857,28/08/2017,92014,45,58,44
313889,28/08/2017,93005,38,54,39
313891,28/08/2017,93007,40,54,40
313894,28/08/2017,93013,44,55,40
313897,28/08/2017,93027,49,56,42
313898,28/08/2017,93029,46,55,40
313919,28/08/2017,93066,54,56,45
313926,28/08/2017,93078,36,54,39
313930,28/08/2017,94003,45,57,45
313943,28/08/2017,94037,45,57,47
314119,28/08/2017,95527,34,51,39
314171,29/08/2017,75103,46,57,50
314173,29/08/2017,75105,45,59,50
314178,29/08/2017,75110,48,58,52
314182,29/08/2017,75114,45,61,50
314928,29/08/2017,78575,24,64,40
315002,29/08/2017,91122,26,64,42
315044,29/08/2017,91272,27,64,42
315070,29/08/2017,91377,35,63,47
315094,29/08/2017,91471,28,64,44
315096,29/08/2017,91477,32,63,45
315161,29/08/2017,92002,39,62,47
315166,29/08/2017,92014,40,62,47
315198,29/08/2017,93005,43,60,44
315200,29/08/2017,93007,45,60,44
315203,29/08/2017,93013,46,60,45
315206,29/08/2017,93027,50,61,47
315207,29/08/2017,93029,45,60,45
315228,29/08/2017,93066,53,61,52
315235,29/08/2017,93078,41,60,42
315239,29/08/2017,94003,45,61,49
315252,29/08/2017,94037,47,61,50
315428,29/08/2017,95527,42,59,42
315480,30/08/2017,75103,25,33,34
315482,30/08/2017,75105,24,33,32
315487,30/08/2017,75110,25,35,34
315491,30/08/2017,75114,22,34,32
316237,30/08/2017,78575,9,40,25
316311,30/08/2017,91122,10,40,25
316353,30/08/2017,91272,10,40,25
316379,30/08/2017,91377,14,38,29
316403,30/08/2017,91471,10,39,27
316405,30/08/2017,91477,12,38,27
316470,30/08/2017,92002,15,36,29
316475,30/08/2017,92014,15,35,30
316507,30/08/2017,93005,19,30,35
316509,30/08/2017,93007,18,31,34
316512,30/08/2017,93013,18,33,32
316515,30/08/2017,93027,18,34,32
316516,30/08/2017,93029,19,33,32
316537,30/08/2017,93066,20,35,34
316544,30/08/2017,93078,18,28,39
316548,30/08/2017,94003,17,34,32
316561,30/08/2017,94037,18,34,32
316737,30/08/2017,95527,18,29,37
316789,31/08/2017,75103,23,28,19
316791,31/08/2017,75105,22,28,17
316796,31/08/2017,75110,27,29,19
316800,31/08/2017,75114,25,28,17
317546,31/08/2017,78575,20,32,14
317620,31/08/2017,91122,21,33,14
317662,31/08/2017,91272,21,33,14
317688,31/08/2017,91377,26,31,15
317712,31/08/2017,91471,21,32,14
317714,31/08/2017,91477,23,32,14
317779,31/08/2017,92002,27,31,15
317784,31/08/2017,92014,26,30,15
317816,31/08/2017,93005,36,30,17
317818,31/08/2017,93007,33,30,17
317821,31/08/2017,93013,28,30,17
317824,31/08/2017,93027,27,30,17
317825,31/08/2017,93029,32,30,17
317846,31/08/2017,93066,28,30,19
317853,31/08/2017,93078,38,30,17
317857,31/08/2017,94003,24,28,17
317870,31/08/2017,94037,24,28,17
318046,31/08/2017,95527,31,31,17
318098,01/09/2017,75103,33,28,19
318100,01/09/2017,75105,31,29,19
318105,01/09/2017,75110,34,28,20
318109,01/09/2017,75114,29,30,17
318855,01/09/2017,78575,14,36,10
318929,01/09/2017,91122,17,35,10
318971,01/09/2017,91272,17,36,10
318997,01/09/2017,91377,25,33,15
319021,01/09/2017,91471,19,34,10
319023,01/09/2017,91477,22,34,12
319088,01/09/2017,92002,26,33,15
319093,01/09/2017,92014,27,32,15
319125,01/09/2017,93005,31,32,22
319127,01/09/2017,93007,29,31,22
319130,01/09/2017,93013,29,31,20
319133,01/09/2017,93027,32,32,20
319134,01/09/2017,93029,31,31,22
319155,01/09/2017,93066,36,31,20
319162,01/09/2017,93078,29,32,20
319166,01/09/2017,94003,27,30,17
319179,01/09/2017,94037,28,30,19
319355,01/09/2017,95527,26,32,20
319407,02/09/2017,75103,43,34,20
319409,02/09/2017,75105,42,34,20
319414,02/09/2017,75110,43,34,20
319418,02/09/2017,75114,40,35,22
320164,02/09/2017,78575,21,40,14
320238,02/09/2017,91122,23,41,14
320280,02/09/2017,91272,23,40,14
320306,02/09/2017,91377,35,39,19
320330,02/09/2017,91471,25,40,14
320332,02/09/2017,91477,30,40,15
320397,02/09/2017,92002,37,38,19
320402,02/09/2017,92014,38,37,20
320434,02/09/2017,93005,31,37,22
320436,02/09/2017,93007,31,37,20
320439,02/09/2017,93013,31,37,19
320442,02/09/2017,93027,34,37,19
320443,02/09/2017,93029,33,37,20
320464,02/09/2017,93066,41,37,20
320471,02/09/2017,93078,32,37,22
320475,02/09/2017,94003,39,35,22
320488,02/09/2017,94037,40,35,22
320664,02/09/2017,95527,27,38,22
320716,03/09/2017,75103,38,33,25
320718,03/09/2017,75105,37,35,24
320723,03/09/2017,75110,40,35,27
320727,03/09/2017,75114,35,36,24
321473,03/09/2017,78575,21,40,14
321547,03/09/2017,91122,26,40,15
321589,03/09/2017,91272,25,40,15
321615,03/09/2017,91377,33,39,20
321639,03/09/2017,91471,27,39,17
321641,03/09/2017,91477,31,39,19
321706,03/09/2017,92002,33,38,22
321711,03/09/2017,92014,33,38,22
321743,03/09/2017,93005,29,39,22
321745,03/09/2017,93007,30,38,22
321748,03/09/2017,93013,32,38,24
321751,03/09/2017,93027,35,38,25
321752,03/09/2017,93029,34,38,24
321773,03/09/2017,93066,40,38,27
321780,03/09/2017,93078,22,40,20
321784,03/09/2017,94003,34,37,24
321797,03/09/2017,94037,35,36,24
321973,03/09/2017,95527,20,39,22
322025,04/09/2017,75103,33,31,19
322027,04/09/2017,75105,33,30,17
322032,04/09/2017,75110,33,33,19
322036,04/09/2017,75114,33,30,17
322782,04/09/2017,78575,13,32,12
322856,04/09/2017,91122,17,33,14
322898,04/09/2017,91272,16,33,12
322924,04/09/2017,91377,25,32,15
322948,04/09/2017,91471,18,32,14
322950,04/09/2017,91477,21,32,14
323015,04/09/2017,92002,28,31,15
323020,04/09/2017,92014,29,30,15
323052,04/09/2017,93005,26,30,19
323054,04/09/2017,93007,27,30,19
323057,04/09/2017,93013,28,31,17
323060,04/09/2017,93027,30,32,17
323061,04/09/2017,93029,29,31,17
323082,04/09/2017,93066,32,33,17
323089,04/09/2017,93078,24,30,19
323093,04/09/2017,94003,32,30,17
323106,04/09/2017,94037,34,30,17
323282,04/09/2017,95527,23,29,19
323334,05/09/2017,75103,20,24,17
323336,05/09/2017,75105,19,25,15
323341,05/09/2017,75110,20,25,17
323345,05/09/2017,75114,18,26,15
324091,05/09/2017,78575,6,28,10
324165,05/09/2017,91122,8,28,10
324207,05/09/2017,91272,7,28,10
324233,05/09/2017,91377,12,28,12
324257,05/09/2017,91471,8,28,10
324259,05/09/2017,91477,10,28,12
324324,05/09/2017,92002,13,27,12
324329,05/09/2017,92014,14,27,14
324361,05/09/2017,93005,21,27,17
324363,05/09/2017,93007,22,26,17
324366,05/09/2017,93013,22,26,17
324369,05/09/2017,93027,22,26,17
324370,05/09/2017,93029,22,26,17
324391,05/09/2017,93066,20,27,15
324398,05/09/2017,93078,20,27,15
324402,05/09/2017,94003,17,26,14
324415,05/09/2017,94037,18,25,14
324591,05/09/2017,95527,20,26,15
324643,06/09/2017,75103,19,25,32
324645,06/09/2017,75105,18,26,34
324650,06/09/2017,75110,19,26,32
324654,06/09/2017,75114,18,27,34
325400,06/09/2017,78575,12,31,29
325474,06/09/2017,91122,13,32,29
325516,06/09/2017,91272,13,32,29
325542,06/09/2017,91377,16,30,30
325566,06/09/2017,91471,13,32,29
325568,06/09/2017,91477,14,31,30
325633,06/09/2017,92002,15,30,30
325638,06/09/2017,92014,14,29,30
